"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"Screen Shot 2017-05-17 at 12.10.59 PM.png","This figure is a diagram of a system to analyze phone call data from Chambers (1998) ""Computing with data: Concepts and challenges"": http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.419.1750

Note the caption - this horrible mix of programming languages is the ""wish list"". I think it would now be reasonable to replace Java / C++ / Perl / Statistical language with ""Python with suitable libraries"".","https://lh3.googleusercontent.com/-WyGUKq5blsk/WRwwwhXnxEI/AAAAAAAACmM/5rsWgnWndek_svwZcpMi--XyZ3nSdE8IgCLABGAYYCw/s0-d/Screen%2BShot%2B2017-05-17%2Bat%2B12.10.59%2BPM.png","","0","May 17, 2017, 11:15:14 AM UTC","Feb 6, 2019, 5:25:15 PM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
